Medio;Dirección;Especialidad;Tipo de medio;Ciudad;Provincia;matched_especialidad;measure value
Tuchaco.com;*;Interés general;Digital;Resistencia;Chaco;Interés general;0
Chaco On Line;*;Interés general;Digital;Resistencia;Chaco;Interés general;0
Nordestealdia.com ;*;Interés general;Digital;Resistencia;Chaco;Interés general;0
ABC Chaco;Av. Sarmiento 930 - (3500) Resistencia - Chaco, Argentina;Interés general;Digital;Resistencia;Chaco;Interés general;0
Chaco Visión.com;*;Interés general;Digital;Resistencia;Chaco;Interés general;0
Reporte 24 ;*;Interés general;Digital;Resistencia;Chaco;Interés general;0
La Voz del Chaco;9 de Julio 274 - (3500) Resistencia - Chaco, Argentina;Interés general;Periódico;Resistencia;Chaco;Interés general;0
FM 90.5 - Total;Gobernador Gómez 518 - (3460) Curuzú Cuatiá - Corrientes, Argentinas;Interés general;Radio;Curuzú Cuatiá;Corrientes;Interés general;0
Rumbos;Av. Pte. Roque Sáenz Peña 882, 2º Piso - 1388 - Buenos Aires;Interés general;Revista;;Capital Federal;Interés general;0
Análisis Nea;*;Interés general;Digital;Resistencia;Chaco;Interés general;0
BasketNea;*;Deportes;Digital;Resistencia;Chaco;Deportes;0
ChacoArgentino.com;*;Interés general;Digital;Resistencia;Chaco;Interés general;0
Bruno Salud;*;Ciencia / Salud;Digital;;Capital Federal;Ciencia/Salud;2
Bureau de Salud;*;Ciencia / Salud;Digital;;Capital Federal;Ciencia/Salud;2
FM 88.3 - Estacion Pilar;*;Mujer;Radio;Pilar;Buenos Aires;Mujer;0
FM 88.5 - Antena 5 ;Balcarce 1559, Planta Alta - (2000) Rosario - Santa Fe, Argentina;Interés general;Radio;Rosario;Santa Fe;Interés general;0
Online-911;*;Interés general;Digital;;Capital Federal;Interés general;0
Jornada Online;Catamarca 65, 1° Piso, Of. 10 - (5500) Mendoza - Mendoza, Argentina;Interés general;Periódico;Mendoza;Mendoza;Interés general;0
SietePuntasDigital.com;*;Interés general;Digital;Corrientes;Corrientes;Interés general;0
AM 540 - LU17 Golfo Nuevo;*;Interés general;Radio;Puerto Madryn;Chubut;Interés general;0
FM 106;Federico Alvarez de Toledo 3328 - (7260) Saladillo - Buenos Aires, Argentina;Interés general;Digital;Saladillo;Buenos Aires;Interés general;0
InfoRosario.com;*;Interés general;Digital;Rosario;Santa Fe;Interés general;0
Info341;Mendoza 809, 5° Piso Dto. B - (2000) Rosario - Santa Fe, Argentina;Interés general;Digital;Rosario;Santa Fe;Interés general;0
Argentinisches Tageblatt;Ciudad de La Paz 1410 (esq.Virrey Arredondo) - (1426) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Periódico;;Capital Federal;Interés general;0
Ámbito.com;Paseo Colón 1196 - (1063) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Periódico;;Capital Federal;Interés general;0
Tu Chubut ;*;Interés general;Digital;Comodoro Rivadavia;Chubut;Interés general;0
Magazine;*;Interés general;Digital;Comodoro Rivadavia;Chubut;Interés general;0
Albatros Prensa Comodoro ;*;Interés general;Digital;Comodoro Rivadavia;Chubut;Interés general;0
Infoglaciar ;*;Interés general;Digital;Comodoro Rivadavia;Chubut;Interés general;0
La Ciudad ;San Martín 325 - (9103) Rawson - Chubut, Argentina;Interés general;Periódico;Rawson;Chubut;Interés general;0
Rawson Online ;*;Interés general;Digital;Rawson;Chubut;Interés general;0
Tiempo Online ;*;Interés general;Digital;Rawson;Chubut;Interés general;0
S.O.S. Patagonia ;*;Ecología;Digital;Puerto Madryn ;Chubut;Ecología;0
Boletin Patagonia ;*;Interés general;Digital;Trelew ;Chubut;Interés general;0
Paginas del Sur ;Pelegrini 221 - (9200) Esquel - Chubut, Argentina;Interés general;Periódico;Esquel ;Chubut;Interés general;0
Lago Puelo Digital;*;Interés general;Digital;Lago Puelo;Chubut;Interés general;0
Paraquelosepas;*;Tendencias;Revista;;Capital Federal;Tendencias;0
El Veinticinqueño;*;Interés general;Periódico;25 de Mayo;Buenos Aires;Interés general;0
FM 106.9  -Ciento Seis;*;Interés general;Radio;25 de Mayo;Buenos Aires;Interés general;0
La Ciudad;La Rosa 695 - (1846) Adrogué - Buenos Aires, Argentina;Interés general;Periódico;Adrogué;Buenos Aires;Interés general;0
Informe Especial;*;Interés general;Periódico;Alberti;Buenos Aires;Interés general;0
FM 89.5 - Radio Sol;*;Interés general;Radio;Alberti;Buenos Aires;Interés general;0
FM 90.1 - Radio Cristal;*;Interés general;Radio;Alberti;Buenos Aires;Interés general;0
FM 92.5 América;*;Interés general;Radio;América;Buenos Aires;Interés general;0
Acción;S. H. Perez 664 - (2740) Arrecifes - Buenos Aires, Argentina;Interés general;Periódico;Arrecifes;Buenos Aires;Interés general;0
Imagen;Euskalerria 493 - (2740) Arrecifes - Buenos Aires, Argentina;Interés general;Periódico;Arrecifes;Buenos Aires;Interés general;0
Imagen (Digital);Euskalerria 493 - (2740) Arrecifes - Buenos Aires, Argentina;Interés general;Digital;Arrecifes;Buenos Aires;Interés general;0
FM 91.5 Espacio;*;Interés general;Radio;Arrecifes;Buenos Aires;Interés general;0
FM 91.9 Imágen;Irlanda 645 - (2740) Arrecifes - Buenos Aires, Argentina ;Interés general;Radio;Arrecifes;Buenos Aires;Interés general;0
FM 99.9 - Estación 99;*;Interés general;Radio;Arrecifes;Buenos Aires;Interés general;0
FM 102.7;*;Interés general;Radio;Avellaneda;Buenos Aires;Interés general;0
FM 92.2;*;Interés general;Radio;Avellaneda;Buenos Aires;Interés general;0
FM 98.9 - A;Int. M. Castelar 787 - (7300) Azul - Buenos Aires, Argentina;Interés general;Radio;Azul;Buenos Aires;Interés general;0
FM 100.3 - Radio del Plata;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 101.5 - Music;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 101.9 - La Red;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 103.1 - Fantástica;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 103.9 - Continental;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 105.9 - 40 principales;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 106.3 - Mitre;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 107.1 - Express;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 88.3 - La 100;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 92.3 - Radio 10;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 92.7 - Aspen;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 93.9 - K2 Radio;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 94.1 - POP Radio;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 94.5 - Cristal;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 95.3 - Universal;H. Yrigoyen 442, 6° Piso (8000) Bahía Blanca - Buenos Aires, Argentina ;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 95.9 - Clásica;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
FM 98.3 - Mega;*;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
AM 840 LU2 - Radio Bahía Blanca ;Rodriguez 55 - (8000) Bahía Blanca - Buenos Aires, Argentina ;Interés general;Radio;Bahía Blanca;Buenos Aires;Interés general;0
Bahía Visión Color;San Martín 279 - (8000) Bahía Blanca - Buenos Aires, Argentina;Interés general;Televisión;Bahía Blanca;Buenos Aires;Interés general;0
Canal Siete - Bahía Blanca;Lima 1261- (1138) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Televisión;Bahía Blanca;Buenos Aires;Interés general;0
FM 91.5 - Radio News;*;Interés general;Radio;Balcarce;Buenos Aires;Interés general;0
FM 92.5 - La Radio del Rock Nacional;*;Interés general;Radio;Balcarce;Buenos Aires;Interés general;0
El Pueblo;Calle 147 Nº 71 - (1884) Berazategui - Buenos Aires, Argentina ;Interés general;Periódico;Berazategui;Buenos Aires;Interés general;0
FM 107.7;*;Interés general;Radio;Berazategui;Buenos Aires;Interés general;0
FM 106.7 - Radio 2000;*;Interés general;Radio;Bolívar;Buenos Aires;Interés general;0
FM 89.7 - Estación 89;*;Interés general;Radio;Bolívar;Buenos Aires;Interés general;0
FM 91.5 - Del Plata;Brown 60, 1º Piso (6550) Bolivar - Buenos Aires, Argentina ;Interés general;Radio;Bolívar;Buenos Aires;Interés general;0
FM 93.3 - La 93;*;Interés general;Radio;Bolívar;Buenos Aires;Interés general;0
FM 100.1- Mega;*;Interés general;Radio;Bragado;Buenos Aires;Interés general;0
FM 106.9 - Ciento Seis;*;Interés general;Radio;Bragado;Buenos Aires;Interés general;0
FM 88.5 - Tiempo;Balcarce 380 - (6640) Bragado - Buenos Aires, Argentina ;Interés general;Radio;Bragado;Buenos Aires;Interés general;0
FM 90.9 - Radio Mitre;*;Interés general;Radio;Bragado;Buenos Aires;Interés general;0
FM 91.5 - La 100;*;Interés general;Radio;Bragado;Buenos Aires;Interés general;0
Tribuna;Paso 425 - (1980) Coronel Brandsen - Buenos Aires, Argentina;Interés general;Periódico;Brandsen;Buenos Aires;Interés general;0
Tribuna (Digital);Paso 425 - (1980) Coronel Brandsen - Buenos Aires, Argentina;Interés general;Digital;Brandsen;Buenos Aires;Interés general;0
FM 96.9 - Del campo;*;Interés general;Radio;Brandsen;Buenos Aires;Interés general;0
La Defensa Popular;Dr. M. L. Becerra 836 - (2804) Campana - Buenos Aires, Argentina;Interés general;Periódico;Campana;Buenos Aires;Interés general;0
FM 107.7 - Top (ex UTN 104.3);San Martín 1171 - (2804) Campana - Buenos Aires, Argentina ;Interés general;Radio;Campana;Buenos Aires;Interés general;0
FM 91.7 - Radio City;J. M. Estrada 779 2° - (2804) Campana - Buenos Aires, Argentina;Interés general;Radio;Campana;Buenos Aires;Interés general;0
El Ciudadano;Belgrano 748 - (1814) Cañuelas - Buenos Aires, Argentina;Interés general;Periódico;Cañuelas;Buenos Aires;Interés general;0
FM 100.3 - Universo;*;Interés general;Radio;Cañuelas;Buenos Aires;Interés general;0
FM 90.5 - Libertad;*;Interés general;Radio;Cañuelas;Buenos Aires;Interés general;0
FM 91.5 - Magic;*;Interés general;Radio;Cañuelas;Buenos Aires;Interés general;0
La Verdad;Del Carmen 561 - (1814) Cañuelas - Buenos Aires, Argentina;Interés general;Periódico;Cañuelas;Buenos Aires;Interés general;0
Habitat;Gral. Viamonte 867 7º, of. 704 - (1053) Ciudad de Buenos Aires, Argentina;Construcción;Revista;Carapachay;Buenos Aires;Construcción;0
Habitat (Digital);Gral. Viamonte 867 7º, of. 704 - (1053) Ciudad de Buenos Aires, Argentina;Construcción;Digital;Carapachay;Buenos Aires;Construcción;0
FM 100.3 - Universo;*;Interés general;Radio;Carhué;Buenos Aires;Interés general;0
FM 93.1 - Código Cariló;*;Interés general;Radio;Cariló;Buenos Aires;Interés general;0
FM 92.3 - Radio 10;*;Interés general;Radio;Carlos Tejedor;Buenos Aires;Interés general;0
El Independiente;Mitre 778 - (6725) Carmen de Areco - Buenos Aires, Argentina;Interés general;Periódico;Carmen de Areco;Buenos Aires;Interés general;0
FM 96.3 - Sincope;*;Interés general;Radio;Carmen de Areco;Buenos Aires;Interés general;0
Caseros y su gente;La Merced 4858 - (1678) Caseros - Buenos Aires, Argentina;Interés general;Revista;Caseros;Buenos Aires;Interés general;0
Oeste Baires;*;Interés general;Periódico;Castelar;Buenos Aires;Interés general;0
El Noticiero de Castelli;Tucumán 350 - (7114) Castelli - Buenos Aires, Argentina;Interés general;Periódico;Castelli;Buenos Aires;Interés general;0
AM 1580 - LT36 Radio Chacabuco;*;Interés general;Radio;Chacabuco;Buenos Aires;Interés general;0
Diario de Hoy;Moreno 171 - (6740) Chacabuco - Buenos Aires, Argentina;Interés general;Periódico;Chacabuco;Buenos Aires;Interés general;0
FM 91.7 - Universal;*;Interés general;Radio;Chacabuco;Buenos Aires;Interés general;0
FM 97.5 - LRI 325 Radio Vida;*;Interés general;Radio;Chacabuco;Buenos Aires;Interés general;0
El Fuerte;Belgrano 174 - Chascomús - Buenos Aires, Argentina;Interés general;Periódico;Chascomús;Buenos Aires;Interés general;0
El Imparcial;*;Interés general;Periódico;Chascomús;Buenos Aires;Interés general;0
FM 106.7 - Vox;*;Interés general;Radio;Chascomús;Buenos Aires;Interés general;0
FM 90.9 - LRI 721 Hot Radio;*;Interés general;Radio;Chascomús;Buenos Aires;Interés general;0
FM 92.9 - El Sol;Campaña al Desieto 1282 - Chascomús - Buenos Aires, Argentina;Interés general;Radio;Chascomús;Buenos Aires;Interés general;0
FM 92.9 - El Sol (Digital);Campaña al Desieto 1282 - Chascomús - Buenos Aires, Argentina;Interés general;Digital;Chascomús;Buenos Aires;Interés general;0
FM Bases;*;Interés general;Radio;Chascomús;Buenos Aires;Interés general;0
AM 1550 - LT32 Radio Chivilcoy ;Av. Mitre 924 - (6622) Chivilcoy - Buenos Aires, Argentina;Interés general;Radio;Chivilcoy;Buenos Aires;Interés general;0
FM 103.7 - Radio Local;*;Interés general;Radio;Chivilcoy;Buenos Aires;Interés general;0
FM 106.9 - Ciento Sies;*;Interés general;Radio;Chivilcoy;Buenos Aires;Interés general;0
FM 89.3 - Sónica;*;Interés general;Radio;Chivilcoy;Buenos Aires;Interés general;0
FM 93.5 - Fiesta;*;Interés general;Radio;Chivilcoy;Buenos Aires;Interés general;0
El Nuevo Llano;Calle 24 Nº 607 - (2720) Colón - Buenos Aires, Argentina;Interés general;Periódico;Colón;Buenos Aires;Interés general;0
El Pueblo;Calle 47, entre 19 y 20 - (2720) Colón - Buenos Aires, Argentina;Interés general;Periódico;Colón;Buenos Aires;Interés general;0
FM 90.1 - Emisora Colón;*;Interés general;Radio;Colón;Buenos Aires;Interés general;0
AM 1470 - Radio Coronel Dorrego;Uslenghi 592 - (8150) Coronel Dorrego - Buenos Aires, Argentina;Interés general;Radio;Coronel Dorrego;Buenos Aires;Interés general;0
Ecos de mi Ciudad;*;Interés general;Periódico;Coronel Dorrego;Buenos Aires;Interés general;0
FM 107.3 - Music;*;Interés general;Radio;Coronel Dorrego;Buenos Aires;Interés general;0
FM 92.1 - Del Galeón;*;Interés general;Radio;Coronel Dorrego;Buenos Aires;Interés general;0
FM 95.7 - Universal;*;Interés general;Radio;Coronel Dorrego;Buenos Aires;Interés general;0
El Diario;*;Interés general;Periódico;Coronel Pringles;Buenos Aires;Interés general;0
FM 100.3 - Pringles;*;Interés general;Radio;Coronel Pringles;Buenos Aires;Interés general;0
FM 100.5 - Frecuencia 36;*;Interés general;Radio;Coronel Suárez;Buenos Aires;Interés general;0
FM 105.1 - City;*;Interés general;Radio;Coronel Suárez;Buenos Aires;Interés general;0
FM 91.1 - Lider;*;Interés general;Radio;Coronel Suárez;Buenos Aires;Interés general;0
FM 107.5 - Estilo;*;Interés general;Radio;Daireaux;Buenos Aires;Interés general;0
Huinca Loo;Bartolomé Mitre 119 - (6555) Daireaux - Buenos Aires, Argentina ;Interés general;Periódico;Daireaux;Buenos Aires;Interés general;0
FM 90.1 - América del Sur;*;Interés general;Radio;Dolores;Buenos Aires;Interés general;0
FM 91.5 - Dolores;*;Interés general;Radio;Dolores;Buenos Aires;Interés general;0
FM Panamericana 88.5;*;Interés general;Radio;Escobar;Buenos Aires;Interés general;0
FM Santa María 89.3;*;Interés general;Radio;Escobar;Buenos Aires;Interés general;0
Nueva Echeverría;*;Interés general;Periódico;Esteban Echeverría;Buenos Aires;Interés general;0
FM Travesía 97.2;*;Interés general;Radio;Florencio Varela;Buenos Aires;Interés general;0
FM 101.9 - Ascensión;*;Interés general;Radio;General Arenales;Buenos Aires;Interés general;0
FM 104.3 - Arenales;*;Interés general;Radio;General Arenales;Buenos Aires;Interés general;0
El Imparcial;*;Interés general;Periódico;General Belgrano;Buenos Aires;Interés general;0
FM 90.5 - Power;*;Interés general;Radio;General Belgrano;Buenos Aires;Interés general;0
FM 103.7 - Activa;*;Interés general;Radio;General Las Heras;Buenos Aires;Interés general;0
FM 92.5 - Radio Tuyú;*;Interés general;Radio;General Madariaga;Buenos Aires;Interés general;0
FM El Tronco 94.7;*;Interés general;Radio;General Rodríguez;Buenos Aires;Interés general;0
FM Vall 88.5;*;Interés general;Radio;General Rodríguez;Buenos Aires;Interés general;0
La Hoja;Carlos Pellegrini 857 - (1650) General Rodriguez - Buenos Aires, Argentina;Interés general;Periódico;General Rodríguez;Buenos Aires;Interés general;0
Impacto;*;Interés general;Periódico;General Viamonte;Buenos Aires;Interés general;0
FM 92.9 - Peregrina;*;Interés general;Radio;General Villegas;Buenos Aires;Interés general;0
FM 93.7 - Actualidad;*;Interés general;Radio;General Villegas;Buenos Aires;Interés general;0
El Heraldo;*;Interés general;Periódico;González Chávez;Buenos Aires;Interés general;0
FM 90.1 - Arco Iris;Calle Lucio V. López 160| - Gonzales Chaves - Buenos Aires, Argentina;Interés general;Radio;Gonzáles Cháves;Buenos Aires;Interés general;0
FM Del Oeste 106.9;*;Interés general;Radio;Hurlingham;Buenos Aires;Interés general;0
La Opinión;*;Interés general;Periódico;Hurlingham;Buenos Aires;Interés general;0
La Opinión (Digital);*;Interés general;Digital;Hurlingham;Buenos Aires;Interés general;0
FM Nueva Argentina 103.3;*;Interés general;Radio;Ituzaingó;Buenos Aires;Interés general;0
La Opinión;*;Interés general;Periódico;Ituzaingó;Buenos Aires;Interés general;0
FM Contemporánea 98.9;*;Interés general;Radio;José C. Paz;Buenos Aires;Interés general;0
FM 100.5 - La 100;*;Interés general;Radio;Junín;Buenos Aires;Interés general;0
